Fuel_Level_Percentage,Vehicle_Load_kg,Speed_kmph,Temperature_C,Route_Type,distance
22.96,2127.6,57.1,18.1,Urban,52.87
90.59,1043.7,63.5,35.2,Urban,310.89
,1009.5,37,41.9,Urban,140.51
65.16,1311.4,,,Urban,196.66
14.45,517.8,28.6,35.7,Urban,39.17
62.4,2204.2,44.3,44.4,Urban,67.07
16.49,1171.7,22,,Highway,22.35
12.48,2538,,39.6,Urban,2.17
55.09,1397.9,24.5,23.9,Highway,106.29
43.26,1699.9,43.3,27.8,Urban,76.29
60.94,2914.2,70.6,23.5,Urban,58.72
13.48,1105.4,42.7,28.4,Rural,35.27
45.94,2303.1,69.9,15.2,Highway,144.53
21.6,2387.8,59.4,24.1,Highway,47.13
98.77,1052.5,50.6,28.4,Urban,294.67
58.31,1752.5,34.2,34,Urban,74.33
70.31,1375.5,75.3,34.1,Rural,339.6
35.91,2429.8,23.3,32.5,Urban,24.64
14,2056.2,,23.8,Rural,36.62
97.71,1690,57.3,43.4,Highway,336.77
32.19,2448.4,46.5,26.8,Highway,57.86
45.26,1087.9,34.4,21.5,Highway,161.23
66.74,2384.1,,31.6,Urban,92.41
7.35,2663.4,72.4,37.5,Urban,4.59
,2696.6,70.2,15.4,Highway,172.59
55.97,2459.2,76.5,23.3,Rural,128.98
31.43,1520,38.5,39.7,Urban,49.27
10.85,2954.5,43.2,30.2,Urban,-8.46
20.44,1449,21.1,27.3,Urban,16.72
90.03,2096.6,76.6,42.9,Highway,341.85
70.17,902.7,39.8,17.7,Urban,153.08
28.74,2951.1,44.2,33.5,Rural,12.25
11.23,2260,74.5,25.3,Highway,34.13
70.61,2383.4,51.6,17.1,Rural,108.21
59.38,664.4,54,21.4,Rural,300.8
43.43,2408.5,30.6,33.8,Urban,35.85
39.54,2436.8,49.9,15.8,Urban,65.71
25.6,2179.4,75.1,32.8,Rural,68.08
68.61,1229.8,53.5,43.7,Highway,264.56
97.21,1724.2,35.3,38.9,Urban,140.58
21.69,776.1,21.9,25.4,Rural,39.35
61.73,1679,40.2,19.1,Urban,101.64
45.3,1109.6,54.4,29,Urban,156.16
47.44,1372.7,22.6,26.8,Highway,95.02
29.14,906.5,56.6,44.2,Rural,124.25
83.39,1075.1,51.4,44.7,Urban,202.43
51.1,691.4,67,27.3,Urban,227.61
56.62,2799.8,21.7,19.5,Urban,16.67
33.95,1826,66.9,42.3,Rural,111.51
22.27,1491.9,51.3,38.8,Highway,82.91
13.16,1837.6,42.2,,Urban,26.54
72.84,2070.7,,26,Highway,308.51
23.64,2804.7,29.6,28.4,Urban,-7.07
70.56,946.7,52.5,42.1,Highway,305.17
42.09,1238.9,39.3,20.5,Rural,115.27
44.5,2939.5,51.6,39.2,Highway,32.03
49.57,1428,53.1,15.5,Rural,181.42
39.93,556.4,25.4,42.6,Highway,102.29
14.56,869.1,59.7,30,Urban,56.48
34.42,565.8,58.1,21.8,Highway,225.77
68.05,2974.8,66.2,15.1,Urban,42.08
68.25,1197.2,25.4,31.8,Highway,170.54
32.19,2808.9,37.8,22.3,Highway,51.92
48.71,2989.7,59,33.9,Rural,48.69
23.38,1999.6,28.2,23.4,Urban,4.02
24.99,583,60.7,17.6,Rural,132.32
7.19,704,23.5,30.2,Rural,18.06
90.19,1704,40.1,31.9,Urban,148.9
25.02,1515.4,70.8,28.6,Rural,91.76
,2015.4,66.5,28.7,Urban,81.77
31.56,1597.1,58.7,32.7,Urban,72.99
17.1,2835.2,72.2,30.8,Rural,12.36
65.73,1836.8,62.6,19,Urban,160.52
12.14,2234.3,51.2,20.9,Highway,43.28
17.75,2741.2,78.8,19.3,Highway,46.83
66.25,867.2,61.7,35.8,Urban,226.83
37.27,1074.3,56.1,30.9,Highway,184.05
72.26,768.3,44.5,27.9,Urban,191.32
57.96,849.1,74.1,39,Urban,241.87
29.32,1781.5,37.7,24.8,Rural,58.46
66.83,1302.9,20.6,32,Rural,98.91
16.05,1557.9,31.8,17.2,Urban,15.99
55.96,2956.2,26.6,37.3,Urban,27.48
46.53,891.8,39.1,35.9,Urban,112.25
30.45,1852,69.6,39.1,Rural,92.72
62.38,747.2,59.1,41.5,Urban,215.76
87.78,1296.2,30.1,37.7,Urban,140.37
99.9,1818.8,67.3,40.3,Rural,309.52
62.74,2866.6,50.3,25.4,Urban,47.64
43.45,1478.1,50.8,25.3,Urban,108.91
26.39,662.3,41.7,43.3,Urban,60.21
29.42,1470.4,71.9,42.4,Rural,126.23
50.55,864.4,39.1,31.5,Urban,130.58
39.89,1075,25.6,26,Urban,65.36
,2045.2,38.2,,Rural,146.45
39.99,668.6,62.9,24.7,Rural,231.07
40.48,1661.8,59.5,19.6,Urban,108.01
41.44,2023.7,31.3,34.2,Highway,59.59
84.48,1554.6,26.7,16.3,Urban,124.94
66.82,547.8,59.7,26.4,Highway,497.33
63.35,2963.8,60.6,39.2,Urban,53.72
36.74,1417.8,,23.9,Urban,83.52
82.7,2446.4,70.6,42.9,Highway,214.53
8.64,1314.1,78.7,43.7,Highway,33.45
87.73,1687.5,32.3,39.5,Urban,97.2
53.71,1471.2,54.6,44.6,Urban,108.25
42.83,1356.3,20.3,30.9,Rural,59.05
52.23,554.6,62.8,32.1,Urban,221.56
68.4,1400.1,44.9,40.1,Highway,236.25
6.21,2723.7,31.6,29.8,Urban,-6.03
87.8,2226,65.1,27.2,Highway,307
47.44,863.6,68.6,,Urban,188.27
37.58,1977.9,26.7,34.7,Urban,30.3
18.13,2730.6,22.5,37.5,Highway,20.4
46.75,2250.1,40,35,Urban,57.64
52.15,871.7,57.6,37.4,Highway,275.65
43.35,2669.6,67.6,35.2,Urban,65.27
69.47,1253.9,52.8,29.4,Urban,197.8
44.99,1635.2,54.8,19,Highway,158.65
96.33,1815.4,68,38.6,Urban,229.93
61.93,2626.3,51.7,15.9,Urban,59.47
81.71,2829,56.7,44.8,Urban,50.64
,2824.1,51,39.9,Urban,24.71
42.74,519.9,72.8,35.1,Urban,204.65
37,2804.7,34.1,,Urban,22.37
59.1,636,35.8,33.4,Urban,140.83
86.81,1164.4,27.7,16.7,Rural,178.73
12.44,1787.5,69.2,31.8,Urban,51.08
11.89,1699.8,44.7,,Rural,38.11
85.78,2011.8,40.9,26.1,Rural,189.55
25.22,1698.6,78.9,28.8,Urban,93.23
68.53,2835.9,75.6,38.2,Urban,75.98
,1101.4,78.3,30.1,Urban,255.28
84.12,1185.1,28.5,29.2,Highway,195.28
16.88,2801.8,73.5,24.1,Highway,31.22
17.33,691.8,39.7,31.2,Highway,74.07
57.9,2023.9,20.8,22.5,Highway,76.6
94.91,2204.3,43.5,22.8,Urban,130.54
44.42,1763.9,50.6,37.7,Rural,116.89
36.06,2235.6,,25.3,Urban,16.88
,931.9,52.3,16.5,Rural,240.79
93.39,2631.6,69.2,25.3,Urban,128.05
84.51,850.1,42.7,34.2,Urban,232.78
99.57,1502,41.2,39.4,Rural,221.19
7.14,688.1,40.3,43.9,Highway,19.45
15.72,1863,75.4,37.4,Highway,71.87
62.9,2174.4,22.9,27.9,Urban,30.43
82.95,2853.1,46.7,24,Rural,73.97
32.1,2348.3,35.9,18.9,Rural,48.31
27.73,1852.8,73.6,33.8,Urban,72.27
79.76,2831.5,25.8,30.3,Urban,49.4
10.36,1696.1,44.7,35.3,Highway,14.24
40.09,1903,44.4,22.1,Rural,88.55
53.05,1990.2,,24.7,Highway,239.51
58.23,1524.9,32.9,23.8,Rural,124.52
,2596.2,58.7,38.9,Urban,72.49
38.71,962.9,28.1,20.1,Rural,81.68
63.21,1887.1,77.2,33.3,Urban,188.33
60.61,2305.6,55.6,,Urban,89.38
,2759.9,57.6,31.5,Urban,46.12
65.85,2709.8,46,16.9,Highway,112.46
29.65,1771.9,40.5,20.3,Urban,49.93
13.04,2107.9,32.8,18.4,Rural,24.67
16.33,1485.6,56.2,25.4,Rural,69.02
26.34,1670.4,,25.3,Highway,154.04
52.52,2765.7,41.6,39.8,Urban,26.27
84.84,2826.8,73,21.8,Urban,102.89
71.62,2738.5,28.9,17.6,Urban,29.49
79.96,845.9,76.2,33.1,Highway,622.94
38.34,2625.2,41,35.6,Urban,29.09
43.44,2870.9,42.8,23.8,Highway,58.44
42.4,1403.1,47.8,33.1,Highway,151.32
23.23,1796.6,63.1,,Highway,97.38
,2447.7,63.2,25.4,Urban,24.06
61.14,1905.2,48.8,30.8,Highway,184.37
98.98,2983.7,51.4,19.4,Urban,69.29
20.85,1639.3,21.8,15.7,Urban,23.37
9.44,2284.9,38.3,44.4,Rural,18.47
79.06,2481.5,40.8,24,Urban,87.35
29,1735.3,53.5,23.4,Rural,90.31
83.82,2642.5,53.5,44.2,Urban,71.71
71.87,1865.4,62.6,36.8,Urban,156.08
94.84,1529.1,,32.6,Urban,269.88
43.85,769.6,34.1,36,Rural,129.55
67.89,1483.5,66.2,36.3,Rural,274.28
49.16,2334.8,21.2,37.9,Urban,36.5
64.91,2803.2,63,17,Urban,76.6
47.71,1129.2,26.1,27.4,Highway,117.89
22.92,1388.1,63.8,23.9,Rural,121.43
53.25,884.9,51.6,17.1,Highway,274.7
55.22,2226.8,46.2,,Rural,100.73
82.01,2900.5,61.4,33.5,Urban,72.39
74.87,2102.4,22.2,20.4,Highway,97.18
68.06,2042.7,33.4,24.2,Highway,129.51
15.77,1883.7,57,34.2,Urban,31.39
73.46,721.1,70.8,32.4,Highway,553.17
52.53,2323.8,42.9,41.1,Rural,75.54
89.94,2005.1,35.5,38.7,Rural,145.26
92.39,2153.7,51.1,44,Urban,126.05
10.24,2747,57.3,32.9,Urban,15.9
82.96,2459.9,45.2,36,Urban,72.89
,2452.3,72.6,40.8,Urban,22.64
39.88,2818,51.4,40.2,Rural,34.98
56.52,2974.8,22.1,36.6,Urban,9.79
19.07,1953.2,33.4,,Highway,43
75.9,772.2,47,23.2,Urban,243.42
5.79,1647.8,,41.3,Highway,22.03
21.02,2469,33.2,38.3,Urban,6.71
60.18,569.3,,40.1,Urban,289.44
72.87,642.2,,19.2,Urban,192.71
92.08,667.9,51.9,24.4,Highway,565.45
72.02,2327.6,,27.7,Highway,64
68.82,1752.9,73.1,40.2,Urban,179.93
42.46,1422.2,67.3,41.8,Urban,126.13
5.12,764,31.7,23.5,Highway,17.39
16.42,2330.6,76,35.6,Rural,44.95
55.78,1302.5,39,17.3,Urban,84.17
69.14,1163.3,61.5,27.3,Urban,239.74
44.66,2130.8,69.1,,Urban,109.31
74.41,1897.5,64.5,38,Urban,161.12
54.58,1406,75.1,41.8,Urban,183.4
12.05,2103.7,71.9,25.1,Highway,38.27
23.24,1178.1,79.7,30.8,Rural,119.41
84.8,2487.1,31,34.4,Urban,64.49
73.87,1073.3,38.3,24.9,Highway,285.24
90,897.1,58.2,44.6,Highway,453.38
16.17,2456.1,64,41.3,Rural,38.61
99.07,2269.7,52.1,23.9,Highway,258.56
24.89,956.6,24.4,30.2,Rural,42.48
6.12,790.6,70.5,21.9,Highway,39.79
99.76,2596,77.7,30.4,Rural,211.44
31.7,2441.5,44.3,35.5,Urban,37.93
68.46,1318.1,33.5,17.6,Urban,112.72
21.78,2145.5,21.2,41.1,Rural,28.92
60.12,810.4,,32.8,Highway,182.92
90.88,1767.6,62,44.7,Urban,205.19
35.42,546.8,74.7,15.8,Rural,240.09
68.67,1479,25.6,39.9,Urban,74.68
22.85,687.1,53.2,38.8,Urban,60.77
64.36,1687.9,61.7,19,Highway,265.24
36.96,1554.2,36.6,25.1,Highway,117.07
25.06,1611,54.2,41.5,Highway,91.69
34.75,613.3,62.9,30.6,Urban,151.14
21.99,1404,70.3,27,Rural,104.82
90.68,2391.2,47.1,42.2,Rural,139.2
42.73,1422.3,,17.8,Urban,127.82
28.3,2287.9,38.1,29.2,Urban,27.94
47.6,1423.7,32.8,34.6,Urban,71.5
35.45,1558.1,31.2,33.3,Rural,63.52
75.72,1909.7,41.5,22.9,Rural,176.45
97.27,2876.7,22.2,31.9,Highway,39.67
46.61,772.2,37,36.3,Rural,119.54
86.8,582.3,59.1,32.5,Highway,562.33
58.76,2019.9,58.9,35.5,Urban,121.45
19.94,2872.7,24.4,22.7,Urban,6.45
70.61,2974.3,37.2,40,Urban,13.36
53.78,1710.4,54.2,28.5,Urban,126.84
,1670.2,39.1,44.6,Highway,156.89
89.52,2112.4,45.1,,Urban,132.63
46.84,1889.1,62.8,26.4,Urban,124.75
90.61,2085.2,20.6,20.4,Urban,88.17
76.31,2685,36.6,31.7,Highway,76.67
51.42,2365.8,28.5,22.3,Rural,35.28
62.31,1742.2,27.7,37.1,Rural,94.79
35.93,1654.7,77.5,41.5,Highway,188.64
98.44,2099,42.6,21.3,Highway,222.98
68.4,1639.3,51.6,19.8,Urban,142.9
9.17,1644.4,64,41.3,Urban,26.23
,540.8,22.8,25.8,Urban,77.43
64.21,935.2,34.5,28,Urban,129.01
10.35,1721.3,69.9,21.6,Highway,52.67
7.27,2556.6,71.7,27.8,Urban,-7.04
47.75,1196.8,42.4,21.9,Highway,186.29
36.61,1806.6,42.5,35,Urban,58.15
46.64,1362.4,65.4,30,Urban,169.53
29.96,762,37.7,38.6,Rural,82
20.65,2895.7,27,24.4,Urban,15.24
,2636.7,35.5,30.2,Urban,43.47
,696.2,43.2,22.8,Urban,160.47
24.01,2299.5,23.1,43,Urban,34.42
35.36,1368.9,48.7,30.7,Highway,162.12
,2987.1,64.4,20.2,Highway,99.82
11.86,1256,,,Urban,37.17
19.01,1096.8,24.3,17.5,Rural,32.13
11.96,1919.7,46.4,15.8,Highway,36.03
,2587.8,62.5,30.8,Urban,114.99
76.48,981.3,23.5,25.1,Urban,116.95
76.56,2273.5,23.6,43.9,Highway,67.77
73.05,653.5,42.2,20.1,Highway,340.19
68.59,2797.3,31.7,,Urban,26.96
50.31,702.7,76.1,24.5,Urban,277.11
66.02,2785.6,54.9,21.7,Urban,74.39
8.64,1727,37.2,44.1,Urban,43.36
64.04,1620.2,62.3,39.1,Urban,165.32
78.9,2933.3,42.5,33.9,Rural,49.82
52.53,2976,27.9,35.9,Highway,23.72
38.96,2125.4,34.2,44.7,Highway,59.71
31.36,817.8,58.6,,Urban,128.68
66.07,1765.4,23.1,18.1,Urban,68.95
70.82,1822.9,36.4,16.9,Urban,85.86
,1786.1,32.5,35,Highway,182.7
37.52,1923.7,32.1,34.7,Urban,28.14
78.13,546.8,61,37.4,Urban,314.16
58.33,2278.1,69.5,18.3,Urban,108.47
88.87,2281,63,43.3,Rural,179.75
55.14,788.7,58.7,31.5,Highway,323.1
54.17,1925.6,75,34.5,Urban,152.29
59.9,1920.9,23.5,16,Highway,96.37
76.18,2206.1,30,43.8,Highway,93.12
96.65,713.5,44.9,31.9,Urban,279.83
11.99,2066.3,42.3,31.9,Urban,12.13
10.08,1201.9,45.1,43.3,Rural,26.27
94.07,1767.5,32.4,42.9,Urban,100.18
55.34,2433.3,29,21.6,Rural,44.12
63.42,2264.1,50.6,42.9,Urban,95.09
50.83,797.3,75.7,37.1,Urban,202.13
13.9,1978,43.5,,Urban,25.89
77.97,2922.8,22.6,22.2,Highway,44.03
75.99,891.9,62.4,27.4,Rural,418.88
34.61,2632.3,37.5,32.5,Urban,23.68
34.09,2256.4,34.7,36,Urban,29.02
,2435,39.5,21.3,Urban,77.59
11.87,1204.9,63.4,40.1,Rural,52.44
88.7,1219.7,69.1,40.4,Highway,485.58
29.38,2765,55.3,34,Urban,15.88
61.33,1399.6,39.3,42.6,Rural,131.68
93.92,657.5,38.6,39.4,Highway,358.08
69.42,2001.5,27.5,21.6,Urban,59.03
44.37,812,76,39,Highway,325.66
70.51,2491.5,58.3,,Urban,82.42
37.68,2104.4,21.6,19.1,Rural,41.12
31.34,2686.8,59.7,44.4,Urban,32.13
99.68,2462.1,46.8,15.7,Rural,134.36
76.33,780.3,78.4,30.7,Rural,490.37
66.25,1452.7,69.1,38.2,Highway,328.4
38.75,2436.4,30.3,38.7,Urban,34.58
9.67,1543.4,63.2,37,Rural,42.49
7.95,2930.9,49.1,30.9,Highway,18.56
,2339.4,31.2,34.5,Rural,71.35
77.39,538.7,61.9,36,Urban,326.51
56.05,2700,52.8,29.8,Rural,79.19
84.87,752,21.8,32.9,Rural,174.12
8.18,851.3,58.8,40.4,Rural,38.86
39.84,2336.2,58.1,24.4,Urban,86.93
,2662.4,28.6,,Urban,9.28
47.49,1840.9,40.9,15.3,Urban,66.23
11.88,1222.6,55.2,35.6,Urban,31.46
95.64,1378.3,28.3,20.9,Urban,137.3
26.21,1357.2,,29.4,Rural,124.22
92.62,1316.7,21.6,,Highway,180.66
45.46,1107.3,26.2,15.7,Urban,63.6
98.62,2022.2,27,29.5,Rural,119.19
57.64,2751,51.7,27.7,Highway,86.53
93.43,1267.7,,27.8,Rural,398.7
5.51,966.7,44.2,21.3,Rural,22.98
76.08,2596.4,37.3,,Highway,70.42
90.79,2354.5,68.6,15.1,Urban,175.81
18.27,2827.1,24.1,41.7,Rural,12.56
14.13,913.8,36.8,37.1,Urban,35.94
45.33,860.6,22.3,20.2,Highway,115.12
93.7,1853.6,20.8,29.2,Rural,112.27
56.53,2036.1,41.2,44.7,Urban,59.25
55.11,1700.4,31.7,34.3,Highway,108.11
18.41,1997.4,36.1,18.8,Urban,47.38
5.08,950.9,69.3,28.7,Urban,14.62
81.96,1699,29.8,29,Urban,109.36
13.32,2145.2,66.8,39.1,Rural,50.83
65.22,1581.8,60.5,42.5,Urban,151.67
91.89,2198.6,39.6,17.5,Rural,142.41
24.82,1628,52.8,24.4,Highway,110.87
68.2,1334,46.7,24,Highway,286.7
12.48,1259,27.7,,Rural,25.64
62.36,1527.3,74.4,31.8,Highway,354.62
20.57,557.7,54.2,41.4,Urban,63.3
74.92,2171.3,72.8,27.8,Urban,172.77
33.62,2612.8,69.4,36.7,Highway,88.1
49.02,1386.6,24.8,23.6,Highway,102.6
61.95,615.1,32.4,42.4,Urban,123.86
21.27,2966.9,28.7,28.7,Highway,3.37
75.46,1159.2,69.8,39.1,Urban,285.17
33.75,816.6,71.7,22.7,Rural,214.66
67.93,1424.4,51.7,35.8,Highway,274.32
20.04,2346.4,26.3,27.2,Rural,29.08
70.37,1234.8,28.1,15.9,Highway,164.84
17.18,1936.8,,27.4,Rural,72.05
45.41,1538.9,75.8,31.5,Highway,247.82
28.48,794.4,,19.6,Highway,91.05
76.1,1325.7,20.7,20.5,Urban,73.76
29.89,2312.2,39.9,28.9,Urban,15.23
88.76,2030,21.8,25.3,Rural,89.24
89.72,799.4,69.7,28.2,Urban,408.17
,908.3,49.5,28.8,Urban,62.1
63.32,2101.8,58.5,19.2,Rural,150.28
13.33,2533.5,44.7,20.4,Highway,23.3
42.2,1373.7,40.7,,Urban,76.44
72.77,1988.3,33.3,19.9,Urban,84.25
67.65,926.6,66.2,35,Highway,419.52
,1278.4,61.7,27.6,Highway,354.03
31.84,550.7,41.6,44,Rural,98.81
40.91,2420.7,39.3,17,Urban,40.77
14.78,1502.5,20.1,39.9,Highway,15.45
73.31,2540.3,23.8,29.7,Rural,52.8
52.87,2270.9,57.4,15.2,Rural,99.04
72.33,2571.9,50.9,22.9,Urban,69.66
28.65,1214.1,46.1,,Urban,79.39
35.82,962.8,69.7,24.4,Highway,270.01
36.75,2929.8,50.2,25.9,Rural,30.82
7.45,2293.3,,42.5,Highway,13.6
37.4,2585.1,29.7,25.8,Highway,37.51
81.31,532.8,69.2,27.6,Rural,553.02
90.24,1386.2,54.6,37.8,Urban,225.01
54.23,2357,25.5,38.8,Rural,40.43
48.27,695,58.9,17.5,Rural,255.56
7.93,1918.3,45.5,36.1,Rural,9.17
88.52,1572.7,,29.5,Rural,374.67
6.24,544,75.1,,Urban,22.07
94.75,1089.9,56,22.9,Urban,319.63
51.48,1212,63.9,16.4,Urban,180.14
37.48,779.6,23.4,25.8,Rural,66.01
92.8,2078.8,53.6,22.7,Rural,215.77
7.32,1106,65.3,26.5,Urban,31.06
60.24,1194,49.8,32.4,Urban,179.56
57.15,2745.6,55.6,37,Highway,96.73
25.84,1667.8,73.9,33.2,Urban,78.17
45.74,1480.3,31.9,35.4,Urban,57.47
66.97,2309.7,25.9,41,Highway,60.1
74.08,2774,61.4,41.2,Urban,76.35
5.07,562.6,69.4,40.8,Highway,45.49
94,1620.6,71,19.6,Urban,290.33
20.63,2027,58.5,22.5,Rural,55.31
27.19,1296.4,70,30.1,Highway,166.31
30.03,2431,62,25.8,Urban,67.49
8.59,2928.7,25.2,,Highway,5.5
16.69,2858.6,65.7,23.6,Urban,7.53
98.7,1165,30.8,44.3,Rural,179.38
34.95,1065.8,34.2,25.4,Highway,111.64
15.95,2893.7,43.7,27.6,Highway,29.79
,1646.6,38.9,,Urban,29.78
73.35,1020.7,39.3,36.6,Urban,154.49
86.18,2267.5,30.2,,Highway,101.2
29.41,1211.1,37.6,18.1,Urban,50.39
6.99,1168.1,21.2,,Highway,15.09
26.19,2698.1,48.4,38.3,Urban,25.55
10.37,906.2,66.1,36.8,Urban,42.64
14.82,661,71.7,43.7,Urban,47.84
45.99,1173,69.2,27.2,Rural,243.2
26.84,2017.4,45,,Rural,43.01
54.01,807.7,63.8,21.2,Urban,223.14
29.08,1679,37.3,,Urban,36.32
94.35,2068.3,23.3,15.4,Urban,81.84
91.06,2621.8,60.6,18.8,Urban,117.02
58.85,1074.7,58.9,27.8,Rural,270.95
38.67,2543.4,68.1,15.4,Highway,108.69
41.21,1087.3,57,28.9,Rural,177.82
44.13,2191.9,29.4,30.7,Rural,39.2
74.12,1576.7,71.2,33.6,Highway,397.1
47.91,786.7,57.6,18,Highway,292.67
86.39,2285.7,68.5,20.4,Rural,225.32
94.69,1044.4,66.4,33.4,Highway,582.83
36.91,941.6,37.9,34.7,Urban,85.9
,1395.8,24.5,,Highway,121.79
14.03,2133.2,30.6,31.2,Highway,15.27
24.04,1085,25.6,38.5,Rural,48.51
44.28,959.2,34.6,17.1,Highway,151.89
24.59,524.9,47.6,27.4,Urban,76.67
88.27,1679.1,74.4,24.8,Urban,298.4
,1571.6,72.3,42.4,Rural,71.46
48.29,1084.7,63.1,20.6,Rural,246.93
62.54,634.1,21.4,24.6,Highway,152.69
70.73,1573.1,40.5,42,Urban,129.62
41.39,2470.5,60.9,24.9,Urban,66.12
87.56,2288.2,27.7,30.9,Urban,51.69
58.99,2652,68.1,16,Rural,81.6
46.75,524,74.9,44.5,Rural,277.54
11.39,2916,41.2,39.7,Rural,21.13
49.15,1353.5,62.4,34,Highway,261.92
82.97,2976,28.9,16.8,Rural,40.11
63.38,1131.5,61.4,17.2,Urban,205.08
84.06,1678.8,21.3,31.3,Urban,72.21
51.93,1384.8,29,23.6,Rural,106.77
16.25,1389.4,62.6,,Urban,59.88
6.3,2605.7,62.7,32.9,Highway,19.25
33.81,2366,58.5,,Highway,88.93
71.31,2980.4,48.6,23.4,Urban,50.74
80.07,2033.8,60.5,32.3,Urban,173.99
33.1,1658.1,66.4,38.3,Urban,65.13
52.09,725.2,78,29.7,Highway,438.75
45.01,2991.4,73.3,39.9,Urban,24.65
44,1878.8,67.7,18.9,Urban,101.37
26.98,2251.2,61.7,,Highway,76.28
17.96,1516.9,54.4,43.3,Urban,25.1
23.69,1869.3,27.2,25,Urban,16.83
10.26,2856.4,29.9,26,Urban,3.9
23.82,916,69.2,17.5,Urban,82.46
5.87,1230.9,68.2,34.2,Highway,29.51
64.59,880.1,56.9,31.6,Rural,306.16
35.06,2480.5,46.3,16.2,Urban,25.48
97.45,655.1,21.6,37.6,Rural,182.42
23.4,704.1,39.6,39.9,Urban,47.06
37.85,1246.2,45.2,42.2,Highway,135.74
38.99,1785.5,49.1,31.4,Rural,91.34
5.8,1515.7,75.8,28.6,Highway,39.57
84.72,612,26.5,41.3,Urban,132.64
8.04,2893.7,51.1,,Urban,10.76
94.32,2882.2,42.1,34.7,Highway,86.85
89.75,1198.4,79.4,,Urban,380.75
55.87,2328.8,71.7,26.2,Highway,201.61
56.64,1946.4,46.3,17.6,Urban,95.52
67.11,1093.7,80,15.6,Urban,287.82
41.77,1155.4,50.8,27.8,Highway,199.15
66.49,1727.9,30,29.4,Highway,128.16
9.25,1548.1,53.4,39.7,Highway,36.3
10.13,1228.1,33.6,27.4,Urban,25.1
48.44,2518.8,58.2,23.4,Urban,83.71
57.21,1703.7,76.2,28.9,Highway,326.64
89.34,2137.1,67.2,22.1,Rural,255.06
14.94,973.2,36.4,17.7,Highway,55.2
,1833.8,,18.4,Rural,161.71
24.95,1294.9,24.2,24.6,Urban,45.33
42.44,1816,37.2,15.4,Rural,73.02
35.08,2452.1,25.6,21.6,Highway,46.66
43.01,2422.3,50,38.6,Rural,56.88
19.3,1385.6,62.5,22,Urban,60.79
,2235.7,65.1,18.3,Highway,160.22
81.16,2853.2,23.6,43.5,Highway,22.42
46.95,2064.2,40.4,33.7,Highway,94.56
,871,37.3,16.8,Urban,113.57
85.63,2199.3,26.3,,Urban,81.56
72.08,762.3,41.7,33.4,Highway,303.19
51.59,2680.3,38,31.2,Rural,44.19
29.48,1791.7,58.1,17.1,Urban,52.97
89.07,1462.9,73,21.7,Urban,331.76
59.82,642.5,47.3,42.9,Rural,216.66
26.01,1452,64.8,32.2,Highway,130.09
30.57,2758,28.8,28.2,Urban,12.33
81.3,552.5,73.7,22.5,Urban,410.98
9.19,1686.6,29.2,19,Highway,4.39
99.25,2827.9,31.5,27.1,Urban,41.91
17.38,1487.1,26.4,42.7,Urban,25.16
80.63,1570.4,38.6,16.5,Highway,203.97
42.5,1946.4,53.1,44.7,Urban,75.8
,1657.3,79.3,21.2,Urban,185.33
88.66,921.5,67.6,27.3,Urban,359.32
44.23,546.4,42.8,16.4,Highway,209.77
56.06,2024.5,54.6,32.5,Urban,116.08
,2802,57.4,29.5,Urban,-1.45
5.22,765.9,69.4,35,Urban,16.77
28.26,1027.4,64.2,31.3,Urban,132.7
69.66,1425.6,54.2,26.9,Highway,323.39
16.52,2521.9,60.2,37.1,Rural,25.92
15.81,1173.2,64.8,15.8,Highway,85.42
44.04,2705.1,28,31.2,Urban,26.72
66.54,637.4,32,18.4,Urban,149.17
72.65,2852.4,61.3,28.1,Urban,48.31
21.95,1901.9,71,38.7,Urban,31.39
12.56,2146.9,44.6,19.3,Urban,7.89
94.34,1419.2,78.8,43.1,Urban,315.18
29.76,2455,33,41.7,Rural,29.25
86.07,916.4,45,27.4,Rural,308.52
87.03,622.3,42.7,15.2,Highway,399.87
78.39,1488.8,75.8,38.7,Urban,257.11
21.04,2634.2,37.1,41.4,Rural,10.33
83.07,2387.3,48.2,20.2,Urban,100.69
78.08,1792.9,31.2,42.5,Urban,78.51
61.69,1930.3,51.3,42.4,Urban,107.22
37.03,824.7,71.4,29.1,Urban,169.65
29.94,2601.7,38.2,38.9,Urban,10.69
16.58,2467.4,68.6,28.3,Urban,37.94
53.43,2141.2,74.7,31.9,Urban,112.55
60.6,1665.5,24.4,24.6,Rural,72.93
39.14,2911.1,65.4,,Urban,33.27
50.16,2697.6,35.3,37.4,Urban,28.61
39.53,2111.1,30.5,15,Urban,38.41
65.9,1429.5,56.1,32.4,Urban,165.39
90.62,2045.1,62.3,40.9,Highway,296.76
,1938.6,43.7,,Urban,51.04
41.23,1485.6,22.4,25,Highway,77.3
18.38,1266.7,74.5,32.6,Highway,120.9
64.37,1517.5,,22.4,Rural,243.18
74.24,1934.8,36.3,40.4,Urban,84.86
93.53,1570.3,,26,Urban,215.5
31.49,1158.9,21.7,32.4,Rural,40.8
95.27,2402.4,40.4,21.8,Highway,163.82
11.01,1828.7,51.4,16.2,Rural,23.18
62.29,669.2,51,20.2,Rural,270.82
10.43,1420.8,32.5,16.4,Highway,21.97
89.91,2712.3,66.6,29.1,Urban,102.67
55.33,2388.1,37.9,32.6,Highway,97.65
